dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1621846800,2021-05-24 09:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,291.46,10000,289.62,291.67,290.07,293.11,1019,,,89,0,0,,,,,,1,800,Clear,sky is clear,01n
1621850400,2021-05-24 10:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,291.57,10000,289.72,291.79,290.07,293.11,1019,,,89,0,0,,,,,,1,800,Clear,sky is clear,01n
1621854000,2021-05-24 11:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,291.73,10000,289.7,291.94,290.48,293.55,1020,,,88,0,0,,,,,,40,802,Clouds,scattered clouds,03d
1621857600,2021-05-24 12:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,293.1,,290.5,293.37,290.97,294.1,1020,,,85,0.89,217,1.79,,,,,76,803,Clouds,broken clouds,04d
1621861200,2021-05-24 13:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,295.61,,290.96,295.87,293.96,296.57,1020,,,75,1.34,244,3.13,,,,,32,802,Clouds,scattered clouds,03d
1621864800,2021-05-24 14:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,297.21,10000,290.94,297.45,295.07,298.24,1021,,,68,2.06,280,,,,,,90,804,Clouds,overcast clouds,04d
1621868400,2021-05-24 15:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,297.59,10000,291.07,297.84,296.07,300.48,1021,,,67,1.54,240,,,,,,90,804,Clouds,overcast clouds,04d
1621872000,2021-05-24 16:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,299.78,10000,291.9,299.78,299.2,301.52,1021,,,62,2.57,250,,,,,,90,804,Clouds,overcast clouds,04d
1621875600,2021-05-24 17:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,301.21,,291.61,302.25,300.36,302.43,1020,,,56,4.02,297,5.81,,,,,46,802,Clouds,scattered clouds,03d
1621879200,2021-05-24 18:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,302.11,,290.96,302.88,300.92,303.19,1019,,,51,2.24,333,4.92,,,,,57,803,Clouds,broken clouds,04d
1621882800,2021-05-24 19:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,302.82,10000,290.31,303.3,301.08,304.11,1020,,,47,5.14,270,,,,,,1,800,Clear,sky is clear,01d
1621886400,2021-05-24 20:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,303.63,10000,289.64,303.82,301.27,305.11,1019,,,43,4.12,260,,,,,,1,800,Clear,sky is clear,01d
1621890000,2021-05-24 21:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,303.39,,289.79,303.64,302.96,303.74,1017,,,44,3.13,252,6.71,,,,,68,803,Clouds,broken clouds,04d
1621893600,2021-05-24 22:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,303.06,,290.86,303.77,302.58,303.55,1019,,,48,3.32,227,,,,,,75,803,Clouds,broken clouds,04d
1621897200,2021-05-24 23:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,302.02,,290.56,302.64,301.33,302.96,1019,,,50,3.44,220,,,,,,76,803,Clouds,broken clouds,04d
1621900800,2021-05-25 00:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,302.58,10000,285.53,301.75,301.07,303.11,1019,,,35,1.54,240,,,,,,1,800,Clear,sky is clear,01d
1621904400,2021-05-25 01:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,298.68,,289.81,298.8,296.27,299.96,1014,,,58,3.07,195,,,,,,95,804,Clouds,overcast clouds,04n
1621908000,2021-05-25 02:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,297.14,,288.9,297.16,294.6,298.18,1018,,,60,0.45,195,0.89,,,,,97,804,Clouds,overcast clouds,04n
1621911600,2021-05-25 03:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,296.22,,288.55,296.2,292.92,297.62,1018,,,62,0.45,198,1.79,,,,,90,804,Clouds,overcast clouds,04n
1621915200,2021-05-25 04:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,295.69,,288.79,295.7,292.63,297.15,1018,,,65,0.89,201,1.79,,,,,99,804,Clouds,overcast clouds,04n
1621918800,2021-05-25 05:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,294.98,,288.81,294.99,292.94,296.04,1018,,,68,0.45,188,1.79,,,,,99,804,Clouds,overcast clouds,04n
1621922400,2021-05-25 06:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,294.89,,288.96,294.92,291.96,295.45,1018,,,69,0.89,217,1.79,,,,,98,804,Clouds,overcast clouds,04n
1621926000,2021-05-25 07:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,294.14,,288.46,294.12,290.41,294.9,1018,,,70,0.89,213,1.79,,,,,90,804,Clouds,overcast clouds,04n
1621929600,2021-05-25 08:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,293.71,,288.49,293.7,290.71,294.34,1018,,,72,0.45,187,1.34,,,,,93,804,Clouds,overcast clouds,04n
1621933200,2021-05-25 09:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,293.03,,288.47,293.03,289.86,293.7,1017,,,75,0.89,196,2.24,,,,,83,803,Clouds,broken clouds,04n
1621936800,2021-05-25 10:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,292.66,10000,288.11,292.62,289.96,294.11,1018,,,75,2.06,210,,,,,,1,800,Clear,sky is clear,01n
1621940400,2021-05-25 11:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,292.06,,288.34,292.07,290.12,293.08,1018,,,79,1.34,195,3.13,,,,,16,801,Clouds,few clouds,02d
1621944000,2021-05-25 12:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,294.09,,289.28,294.17,291.79,294.35,1018,,,74,1.79,202,3.13,,,,,25,802,Clouds,scattered clouds,03d
1621947600,2021-05-25 13:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,296.83,,290.11,296.98,294.96,298.08,1018,,,66,1.79,246,3.58,,,,,59,803,Clouds,broken clouds,04d
1621951200,2021-05-25 14:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,299.31,10000,290.67,299.31,297.9,300.11,1019,,,59,4.12,220,,,,,,20,801,Clouds,few clouds,02d
1621954800,2021-05-25 15:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,300.31,,290.49,301.06,299.96,301.08,1020,,,55,2.24,186,7.6,,,,,95,804,Clouds,overcast clouds,04d
1621958400,2021-05-25 16:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,301.54,,290.43,302.15,300.16,302.15,1015,,,51,3.13,238,6.71,,,,,96,804,Clouds,overcast clouds,04d
1621962000,2021-05-25 17:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,301.8,,290.04,302.26,301.08,302.63,1018,,,49,5.81,261,9.83,0.14,,,,87,500,Rain,light rain,10d
1621965600,2021-05-25 18:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,302.47,,290,302.85,301.27,303.26,1017,,,47,4.92,246,8.49,0.15,,,,97,500,Rain,light rain,10d
1621969200,2021-05-25 19:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,302.65,,289.82,302.96,301.79,303.14,1019,,,46,6.71,210,11.18,,,,,100,804,Clouds,overcast clouds,04d
1621972800,2021-05-25 20:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,302.35,,289.89,302.7,301.07,303.26,1016,,,47,6.26,240,8.94,,,,,100,804,Clouds,overcast clouds,04d
1621976400,2021-05-25 21:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,302.05,,289.94,302.45,300.77,302.99,1016,,,48,4.92,231,8.05,,,,,92,804,Clouds,overcast clouds,04d
1621980000,2021-05-25 22:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,302.17,10000,289.38,302.37,300.21,303.11,1017,,,46,4.63,220,9.26,,,,,75,803,Clouds,broken clouds,04d
1621983600,2021-05-25 23:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,301.04,,290.58,301.74,300.7,302.08,1015,,,53,2.68,239,5.36,,,,,12,801,Clouds,few clouds,02d
1621987200,2021-05-26 00:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,300.12,10000,287.19,300.25,295.07,302.11,1017,,,45,2.57,240,,,,,,1,800,Clear,sky is clear,01d
1621990800,2021-05-26 01:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,296.74,10000,291.4,297.03,293.55,299.11,1017,,,72,1.54,220,,0.76,,,,75,500,Rain,light rain,10n
1621994400,2021-05-26 02:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,295.12,,291.11,295.41,294.07,296.88,1014,,,78,0.45,219,1.34,,,,,37,802,Clouds,scattered clouds,03n
1621998000,2021-05-26 03:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,295.76,,291.11,296.03,294.07,296.41,1017,,,75,0.89,178,1.79,,,,,40,802,Clouds,scattered clouds,03n
1622001600,2021-05-26 04:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,297.53,10000,289.27,297.59,294.07,300.11,1017,,,60,2.57,220,,,,,,75,803,Clouds,broken clouds,04n
1622005200,2021-05-26 05:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,297.96,10000,287.74,297.88,293.55,299.11,1017,,,53,3.09,200,,,,,,1,800,Clear,sky is clear,01n
1622008800,2021-05-26 06:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,294.87,,288.94,294.9,292.99,296.08,1016,,,69,4.58,217,,,,,,26,802,Clouds,scattered clouds,03n
1622012400,2021-05-26 07:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,297.28,10000,288.24,297.24,294.1,298.11,1016,,,57,2.57,200,,,,,,20,801,Clouds,few clouds,02n
1622016000,2021-05-26 08:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,296.57,10000,289.38,296.64,293.55,297.11,1016,,,64,4.63,300,7.72,,,,,75,803,Clouds,broken clouds,04n
1622019600,2021-05-26 09:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,294.23,,290.45,294.46,292.96,295.08,1013,,,79,0.45,223,1.79,,,,,68,803,Clouds,broken clouds,04n
1622023200,2021-05-26 10:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,293.58,,290.21,293.79,292.07,294.34,1014,,,81,0.89,302,1.34,,,,,71,803,Clouds,broken clouds,04n
1622026800,2021-05-26 11:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,293.17,,290.2,293.39,291.83,294.37,1014,,,83,0.45,173,1.79,,,,,55,803,Clouds,broken clouds,04d
1622030400,2021-05-26 12:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,294.36,,290.77,294.63,292.94,295.08,1014,,,80,1.34,228,3.13,0.36,,,,53,500,Rain,light rain,10d
1622034000,2021-05-26 13:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,293.63,10000,290.65,293.9,291.96,295.11,1016,,,83,3.09,250,,0.7,,,,90,500,Rain,light rain,10d
1622037600,2021-05-26 14:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,292.75,,291.07,293.12,291.96,293.55,1015,,,90,2.68,248,4.02,1.02,,,,100,501,Rain,moderate rain,10d
1622041200,2021-05-26 15:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,292.57,,291.24,292.97,291.89,293.55,1015,,,92,2.68,270,5.36,1.18,,,,100,501,Rain,moderate rain,10d
1622044800,2021-05-26 16:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,292.99,10000,291.3,293.38,292.34,294.11,1016,,,90,4.12,230,,1.1,,,,90,501,Rain,moderate rain,10d
1622048400,2021-05-26 17:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,293.98,10000,291.92,294.42,292.92,295.11,1017,,,88,3.6,250,,0.25,,,,40,500,Rain,light rain,10d
1622052000,2021-05-26 18:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,295.66,10000,291.84,296.03,293.26,297.11,1017,,,79,5.66,260,,0.13,,,,40,500,Rain,light rain,10d
1622055600,2021-05-26 19:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,296.61,10000,291.49,296.92,295.7,298.11,1017,,,73,3.6,220,,,,,,40,802,Clouds,scattered clouds,03d
1622059200,2021-05-26 20:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,297.43,10000,291.61,297.74,296.26,299.11,1016,,,70,5.66,260,,,,,,1,800,Clear,sky is clear,01d
1622062800,2021-05-26 21:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,297.9,10000,291.6,298.21,296.81,299.66,1016,,,68,6.17,250,8.23,,,,,40,802,Clouds,scattered clouds,03d
1622066400,2021-05-26 22:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,298.36,10000,290.57,298.56,297.03,300.11,1016,,,62,8.75,270,10.8,,,,,1,800,Clear,sky is clear,01d
1622070000,2021-05-26 23:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,297.9,10000,289.35,297.97,296.81,299.11,1016,,,59,5.14,270,,,,,,1,800,Clear,sky is clear,01d
1622073600,2021-05-27 00:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,298,10000,289.97,298.13,296.81,299.11,1016,,,61,3.09,270,,,,,,1,800,Clear,sky is clear,01d
1622077200,2021-05-27 01:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,297.54,10000,288.48,297.52,294.93,298.11,1017,,,57,2.06,240,,,,,,40,802,Clouds,scattered clouds,03d
1622080800,2021-05-27 02:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,295.23,,289.73,295.35,291.83,296.07,1018,,,71,3.01,238,,,,,,8,800,Clear,sky is clear,01n
1622084400,2021-05-27 03:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,293.02,10000,287.83,292.94,291.08,294.11,1019,,,72,1.54,290,,,,,,1,800,Clear,sky is clear,01n
1622088000,2021-05-27 04:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,291.14,10000,287.45,291.06,289.07,292.99,1017,,,79,0,0,,,,,,1,800,Clear,sky is clear,01n
1622091600,2021-05-27 05:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,290.06,10000,286.97,289.95,288.48,291.59,1018,,,82,1.54,230,,,,,,1,800,Clear,sky is clear,01n
1622095200,2021-05-27 06:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,289.72,10000,286.45,289.55,287.37,291.11,1018,,,81,0,0,,,,,,1,800,Clear,sky is clear,01n
1622098800,2021-05-27 07:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,287.91,,285.77,287.71,286.81,289.37,1017,,,87,0.45,126,1.34,,,,,52,803,Clouds,broken clouds,04n
1622102400,2021-05-27 08:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,287.52,10000,285.56,287.31,285.71,289.11,1018,,,88,0,0,,,,,,1,800,Clear,sky is clear,01n
1622106000,2021-05-27 09:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,286.97,10000,285.36,286.76,285.7,288.11,1018,,,90,0,0,,,,,,1,800,Clear,sky is clear,01n
1622109600,2021-05-27 10:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,286.85,10000,285.57,286.68,285.15,288.11,1018,,,92,0,0,,,,,,1,800,Clear,sky is clear,01n
1622113200,2021-05-27 11:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,287.68,,286.56,287.62,285.7,288.64,1018,,,93,0.45,113,0.89,,,,,100,804,Clouds,overcast clouds,04d
1622116800,2021-05-27 12:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,289.62,,286.91,289.52,287.38,290.45,1018,,,84,2.68,59,4.47,,,,,99,804,Clouds,overcast clouds,04d
1622120400,2021-05-27 13:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,291.19,10000,287.3,291.09,288.7,292.7,1019,,,78,2.57,60,,,,,,1,800,Clear,sky is clear,01d
1622124000,2021-05-27 14:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,292.73,10000,288.39,292.73,289.96,294.11,1018,,,76,3.6,90,,,,,,1,800,Clear,sky is clear,01d
1622127600,2021-05-27 15:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,294.11,10000,289.3,294.19,291.83,295.77,1018,,,74,3.6,110,,,,,,1,800,Clear,sky is clear,01d
1622131200,2021-05-27 16:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,295.8,10000,290.05,295.95,292.96,296.79,1018,,,70,2.06,110,,,,,,1,800,Clear,sky is clear,01d
1622134800,2021-05-27 17:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,297.24,10000,289.76,297.35,294.6,297.99,1018,,,63,2.06,140,,,,,,1,800,Clear,sky is clear,01d
1622138400,2021-05-27 18:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,298.34,10000,288.67,298.35,295.96,299.11,1016,,,55,1.54,0,,,,,,1,800,Clear,sky is clear,01d
1622142000,2021-05-27 19:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,298.99,10000,288.39,298.99,296.96,300.11,1016,,,52,2.06,320,,,,,,20,801,Clouds,few clouds,02d
1622145600,2021-05-27 20:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,299.07,10000,288.47,299.08,297.92,300.11,1014,,,52,3.09,150,,,,,,1,800,Clear,sky is clear,01d
1622149200,2021-05-27 21:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,299.02,10000,289.01,299.07,297.92,300.21,1014,,,54,3.09,200,,,,,,1,800,Clear,sky is clear,01d
1622152800,2021-05-27 22:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,299.01,10000,289,299.06,297.96,300.11,1013,,,54,3.09,170,,,,,,1,800,Clear,sky is clear,01d
1622156400,2021-05-27 23:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,298.3,,289.99,298.44,297.58,299.66,1012,,,60,2.24,160,4.02,,,,,100,804,Clouds,overcast clouds,04d
1622160000,2021-05-28 00:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,298.28,10000,290.23,298.44,293.55,300.11,1011,,,61,2.06,200,,,,,,90,804,Clouds,overcast clouds,04d
1622163600,2021-05-28 01:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,296.64,10000,289.69,296.74,290.08,299.11,1011,,,65,0,0,,,,,,75,803,Clouds,broken clouds,04d
1622167200,2021-05-28 02:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,293.77,10000,289.39,293.87,288.7,295.22,1012,,,76,2.06,60,,,,,,90,804,Clouds,overcast clouds,04n
1622170800,2021-05-28 03:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,292.29,10000,289.34,292.43,288.08,295.07,1012,,,83,5.14,80,,0.25,,,,90,500,Rain,light rain,10n
1622174400,2021-05-28 04:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,291.41,10000,288.1,291.41,287.96,294.67,1011,,,81,5.14,120,,1.77,,,,90,501,Rain,moderate rain,10n
1622178000,2021-05-28 05:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,290.74,10000,287.44,290.67,286.96,294.3,1012,,,81,4.63,110,,2.31,,,,90,501,Rain,moderate rain,10n
1622181600,2021-05-28 06:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,289.77,10000,287.24,289.71,286.08,293.56,1010,,,85,3.09,100,,0.25,,,,75,500,Rain,light rain,10n
1622185200,2021-05-28 07:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,289.7,10000,287.35,289.66,285.96,293.56,1010,,,86,2.57,80,,0.66,,,,90,500,Rain,light rain,10n
1622188800,2021-05-28 08:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,289.67,10000,287.32,289.62,285.96,292.44,1009,,,86,2.57,90,,0.76,,,,90,500,Rain,light rain,10n
1622192400,2021-05-28 09:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,289.57,10000,287.75,289.59,288.74,291.89,1008,,,89,0,0,,,0.25,,,75,500,Rain,light rain,10n
1622196000,2021-05-28 10:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,289.23,10000,287.59,289.24,288.74,292.43,1008,,,90,2.57,20,,0.79,,,,90,500,Rain,light rain,10n
1622199600,2021-05-28 11:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,289.2,10000,287.56,289.21,288.46,291.59,1008,,,90,2.06,40,,0.24,,,,90,500,Rain,light rain,10d
1622203200,2021-05-28 12:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,288.4,10000,287.11,288.38,284.96,292.15,1008,,,92,3.09,40,,0.25,,,,90,500,Rain,light rain,10d
1622206800,2021-05-28 13:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,288.02,4828,286.57,287.94,283.96,291.81,1010,,,91,3.09,40,,0.25,,,,90,500,Rain,light rain,10d
1622206800,2021-05-28 13:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,288.02,4828,286.57,287.94,283.96,291.81,1010,,,91,3.09,40,,0.25,,,,90,701,Mist,mist,50d
1622210400,2021-05-28 14:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,286.66,4828,285.55,286.49,282.96,291.59,1009,,,93,5.66,20,,1.86,,,,90,501,Rain,moderate rain,10d
1622210400,2021-05-28 14:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,286.66,4828,285.55,286.49,282.96,291.59,1009,,,93,5.66,20,,1.86,,,,90,701,Mist,mist,50d
1622214000,2021-05-28 15:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,285.34,8047,283.92,284.99,282.96,290.16,1009,,,91,6.17,40,,0.38,3.3,,,90,500,Rain,light rain,10d
1622217600,2021-05-28 16:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,284.79,4828,283.54,284.41,282.96,286.26,1010,,,92,5.66,30,,0.51,,,,90,500,Rain,light rain,10d
1622217600,2021-05-28 16:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,284.79,4828,283.54,284.41,282.96,286.26,1010,,,92,5.66,30,,0.51,,,,90,701,Mist,mist,50d
1622221200,2021-05-28 17:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,285.26,8047,284,284.93,283.14,286.11,1009,,,92,5.14,60,9.77,0.85,,,,90,500,Rain,light rain,10d
1622224800,2021-05-28 18:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,285.34,10000,283.75,284.96,283.7,286.11,1009,,,90,7.2,60,10.8,0.38,,,,90,500,Rain,light rain,10d
1622228400,2021-05-28 19:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,285.1,10000,283.35,284.67,283.7,286.6,1010,,,89,6.17,50,10.8,,,,,90,804,Clouds,overcast clouds,04d
1622232000,2021-05-28 20:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,284.19,10000,282.11,283.62,283.14,285.77,1010,,,87,10.29,50,14.4,,,,,90,804,Clouds,overcast clouds,04d
1622235600,2021-05-28 21:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,283.99,10000,281.74,283.38,282.9,285.11,1012,,,86,7.72,20,10.8,0.25,0.25,,,90,500,Rain,light rain,10d
1622239200,2021-05-28 22:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,282.9,6437,281.34,279.44,281.96,284.11,1011,,,90,8.23,70,11.83,2.73,,,,90,501,Rain,moderate rain,10d
1622242800,2021-05-28 23:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,283.07,10000,281.51,279.79,281.27,284.11,1010,,,90,7.72,40,12.86,1.46,,,,90,501,Rain,moderate rain,10d
1622246400,2021-05-29 00:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,282.8,10000,280.91,279.73,281.08,284.11,1011,,,88,6.69,60,,0.79,,,,90,500,Rain,light rain,10d
1622250000,2021-05-29 01:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,282,10000,280.29,278.13,280.71,283.11,1013,,,89,8.75,30,11.83,1.07,,,,90,501,Rain,moderate rain,10d
1622253600,2021-05-29 02:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,281.28,10000,279.58,277.47,280.08,282.43,1014,,,89,7.72,30,11.83,0.55,,,,90,500,Rain,light rain,10n
1622257200,2021-05-29 03:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,280.91,10000,279.38,276.99,280.08,282.11,1014,,,90,7.72,40,13.38,,,,,90,804,Clouds,overcast clouds,04n
1622260800,2021-05-29 04:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,280.46,10000,279.09,276.26,279.81,281.32,1014,,,91,8.23,40,10.8,,,,,90,804,Clouds,overcast clouds,04n
1622264400,2021-05-29 05:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,280.2,8047,278.83,276.23,279.25,281.32,1014,,,91,7.2,50,11.32,,,,,90,721,Haze,haze,50n
1622268000,2021-05-29 06:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,280.05,10000,278.53,275.88,279.35,281.32,1014,,,90,7.72,50,12.86,0.25,,,,90,500,Rain,light rain,10n
1622271600,2021-05-29 07:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,280.05,9656,278.53,276.59,279.25,281.32,1015,,,90,5.66,40,,,,,,90,721,Haze,haze,50n
1622275200,2021-05-29 08:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,279.88,10000,278.2,276.59,279.04,281.11,1015,,,89,5.14,40,,,,,,90,804,Clouds,overcast clouds,04n
1622278800,2021-05-29 09:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,280.03,10000,277.69,276.37,279.04,281.11,1015,,,85,6.17,30,,,,,,90,804,Clouds,overcast clouds,04n
1622282400,2021-05-29 10:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,279.97,10000,277.29,276.29,279.04,281.32,1016,,,83,6.17,30,,,,,,90,804,Clouds,overcast clouds,04n
1622286000,2021-05-29 11:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,279.67,,277,277.11,278.96,280.77,1016,,,83,3.58,38,5.81,,,,,99,804,Clouds,overcast clouds,04d
1622289600,2021-05-29 12:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,280.41,10000,277.02,276.67,278.96,281.11,1017,,,79,6.69,40,,,,,,75,803,Clouds,broken clouds,04d
1622293200,2021-05-29 13:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,281.13,10000,277.16,277.59,279.6,282.44,1017,,,76,6.69,30,,,,,,40,802,Clouds,scattered clouds,03d
1622296800,2021-05-29 14:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,281.91,10000,277.15,278.15,280.92,282.71,1018,,,72,8.23,50,,,,,,90,804,Clouds,overcast clouds,04d
1622300400,2021-05-29 15:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,283,,278.2,280.58,282.03,284.01,1017,,,72,4.92,16,8.05,,,,,67,803,Clouds,broken clouds,04d
1622304000,2021-05-29 16:00:00 +0000 UTC,-14400,Muncie,40.193377,-85.38636,284.71,10000,279.01,283.7,283.26,286.11,1018,,,68,7.72,50,10.8,,,,,90,804,Clouds,overcast clouds,04d
