dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1609459200,2021-01-01 00:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,269.33,10000,267.15,265.49,267.94,270.77,1026,,,83,2.6,90,0,,,,,75,803,Clouds,broken clouds,04n
1609462800,2021-01-01 01:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,269.29,10000,266.97,265.44,267.38,271.32,1027,,,82,2.6,80,0,,,,,1,800,Clear,sky is clear,01n
1609466400,2021-01-01 02:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,268.82,10000,266.79,264.88,268.09,271.32,1027,,,84,2.6,60,0,,,,,1,800,Clear,sky is clear,01n
1609470000,2021-01-01 03:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,268.41,10000,265.96,263.85,266.83,271.08,1027,,,81,3.1,40,0,,,,,1,800,Clear,sky is clear,01n
1609473600,2021-01-01 04:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,268.84,10000,266.81,265.53,267.38,270.92,1027,,,84,2.1,70,0,,,,,1,800,Clear,sky is clear,01n
1609477200,2021-01-01 05:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,269.51,10000,267.74,264.32,267.9,270.36,1026,,,86,4.1,90,0,,,,,1,800,Clear,sky is clear,01n
1609480800,2021-01-01 06:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,270.11,,268.73,268.22,268.46,271.08,1025,,,89,1.34,98,4.92,,,,,100,804,Clouds,overcast clouds,04n
1609484400,2021-01-01 07:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,270.52,10000,268.6,264.88,269.57,271.43,1025,,,85,5.1,80,0,,,,,1,800,Clear,sky is clear,01n
1609488000,2021-01-01 08:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,270.99,10000,269.2,270.99,269.96,272.03,1025,,,86,0.89,88,4.02,,,,,1,800,Clear,sky is clear,01n
1609491600,2021-01-01 09:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,271.44,10000,269.78,265.18,270.48,272.11,1024,,,87,6.7,100,11.3,,,,,90,804,Clouds,overcast clouds,04n
1609495200,2021-01-01 10:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,271.62,,270.23,269.2,270.87,272.43,1022,,,89,1.79,101,5.36,,,,,100,804,Clouds,overcast clouds,04n
1609498800,2021-01-01 11:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.33,10000,270.66,266.56,270.96,273.13,1021,,,87,6.2,80,0,,,,,90,804,Clouds,overcast clouds,04n
1609502400,2021-01-01 12:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.55,10000,270.74,266.38,270.71,273.73,1020,,,86,7.2,90,0,,,0.45,,90,500,Rain,light rain,10n
1609502400,2021-01-01 12:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.55,10000,270.74,266.38,270.71,273.73,1020,,,86,7.2,90,0,,,0.45,,90,600,Snow,light snow,13n
1609506000,2021-01-01 13:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.87,8047,271.33,266.38,271.88,273.73,1019,,,88,8.2,90,0,,,1.3,,90,601,Snow,snow,13n
1609509600,2021-01-01 14:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.23,4828,271.68,266.85,271.96,274.11,1018,,,88,8.2,90,,0.25,,,,90,500,Rain,light rain,10d
1609513200,2021-01-01 15:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.41,4828,271.83,267.09,271.96,274.23,1016,,,88,8.2,80,0,0.66,1.8,,,90,500,Rain,light rain,10d
1609516800,2021-01-01 16:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.38,,272.6,270.68,272.68,273.83,1014,,,94,2.24,111,7.15,,,3.72,,100,601,Snow,snow,13d
1609520400,2021-01-01 17:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.89,4023,272.79,267.5,272.78,274.83,1012,,,92,8.8,100,0,0.5,,,,90,501,Rain,moderate rain,10d
1609520400,2021-01-01 17:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.89,4023,272.79,267.5,272.78,274.83,1012,,,92,8.8,100,0,0.5,,,,90,701,Mist,mist,50d
1609524000,2021-01-01 18:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.56,6437,272.42,269.4,272.96,275.11,1011,,,85,6.2,80,0,2.55,,,,90,501,Rain,moderate rain,10d
1609524000,2021-01-01 18:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.56,6437,272.42,269.4,272.96,275.11,1011,,,85,6.2,80,0,2.55,,,,90,701,Mist,mist,50d
1609527600,2021-01-01 19:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.58,10000,272.85,269.66,272.96,275.33,1009,,,88,5.7,90,0,1.28,,,,90,501,Rain,moderate rain,10d
1609531200,2021-01-01 20:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.92,10000,273.3,270.67,272.96,275.33,1008,,,89,4.6,90,0,0.26,,,,90,500,Rain,light rain,10d
1609534800,2021-01-01 21:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.21,6437,272.98,270.46,272.96,275.33,1007,,,85,5.7,100,0,,,,,90,701,Mist,mist,50d
1609538400,2021-01-01 22:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.21,805,272.98,271.03,272.96,275.33,1007,,,85,4.6,100,0,,,,,90,741,Fog,fog,50d
1609542000,2021-01-01 23:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.15,805,272.93,271.97,272.96,275.33,1007,,,85,3.1,100,0,0.58,,,,90,500,Rain,light rain,10n
1609542000,2021-01-01 23:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.15,805,272.93,271.97,272.96,275.33,1007,,,85,3.1,100,0,0.58,,,,90,741,Fog,fog,50n
1609545600,2021-01-02 00:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.94,1207,273.32,274.94,272.96,275.77,1007,,,89,0,0,0,0.28,,,,90,701,Mist,mist,50n
1609545600,2021-01-02 00:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.94,1207,273.32,274.94,272.96,275.77,1007,,,89,0,0,0,0.28,,,,90,500,Rain,light rain,10n
1609549200,2021-01-02 01:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.16,2012,272.94,275.16,272.96,276.89,1007,,,85,0,0,0,0.28,,,,90,500,Rain,light rain,10n
1609549200,2021-01-02 01:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.16,2012,272.94,275.16,272.96,276.89,1007,,,85,0,0,0,0.28,,,,90,701,Mist,mist,50n
1609552800,2021-01-02 02:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,277.72,10000,276.53,273.9,273.38,278.79,1007,,,92,5.1,240,7.2,0.28,,,,90,500,Rain,light rain,10n
1609556400,2021-01-02 03:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,278.65,10000,277.3,275.07,274.78,280.11,1007,,,91,5.1,240,0,,0.5,,,90,500,Rain,light rain,10n
1609560000,2021-01-02 04:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,278.16,6437,276.66,273.79,274.96,279.23,1008,,,90,6.7,260,11.8,,,,,90,721,Haze,haze,50n
1609563600,2021-01-02 05:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,276.9,10000,275.57,272.59,274.18,277.71,1009,,,91,5.7,260,14.9,,,,,90,804,Clouds,overcast clouds,04n
1609567200,2021-01-02 06:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.78,10000,274.15,270.74,273.78,276.43,1010,,,89,6.7,260,12.4,,,,,90,804,Clouds,overcast clouds,04n
1609570800,2021-01-02 07:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.14,10000,273.52,269.92,272.94,276.11,1011,,,89,6.7,260,0,,,,,90,804,Clouds,overcast clouds,04n
1609574400,2021-01-02 08:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.47,10000,272.76,269.83,272.94,275.33,1013,,,88,5.1,260,11.3,,,,,90,804,Clouds,overcast clouds,04n
1609578000,2021-01-02 09:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.17,10000,272.77,269.45,272.96,275.11,1014,,,90,5.1,260,,,,,,90,804,Clouds,overcast clouds,04n
1609581600,2021-01-02 10:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.88,10000,272.65,269.09,272.96,274.83,1015,,,91,5.1,280,0,,,,,90,804,Clouds,overcast clouds,04n
1609585200,2021-01-02 11:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.07,10000,272.55,269.93,272.96,275.11,1016,,,89,4.1,280,0,,,,,90,804,Clouds,overcast clouds,04n
1609588800,2021-01-02 12:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.86,9656,272.76,271.4,272.9,274.83,1016,,,92,2.1,320,0,,,,,90,701,Mist,mist,50n
1609592400,2021-01-02 13:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.74,6437,272.53,273.74,272.9,274.83,1017,,,91,0,0,0,,,,,90,721,Haze,haze,50n
1609596000,2021-01-02 14:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.73,8047,272.65,273.73,272.9,274.83,1018,,,92,0,0,0,,,,,90,701,Mist,mist,50d
1609599600,2021-01-02 15:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.2,2816,272.66,274.2,272.96,275.33,1019,,,89,0,0,0,,,,,90,600,Snow,light snow,13d
1609603200,2021-01-02 16:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.82,10000,273.36,272.01,273.38,275.93,1018,,,90,2.6,50,0,,,,,90,804,Clouds,overcast clouds,04d
1609606800,2021-01-02 17:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.57,10000,273.63,272.9,273.38,276.43,1017,,,87,2.6,50,0,,,,,90,804,Clouds,overcast clouds,04d
1609610400,2021-01-02 18:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.53,10000,272.97,272.43,273.48,276.43,1017,,,83,3.1,100,0,,,,,90,804,Clouds,overcast clouds,04d
1609614000,2021-01-02 19:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.63,10000,272.91,274.22,273.68,276.43,1017,,,82,1.5,0,0,,,,,90,804,Clouds,overcast clouds,04d
1609617600,2021-01-02 20:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.62,10000,272.9,273.46,273.78,276.43,1017,,,82,2.1,120,0,,,,,90,804,Clouds,overcast clouds,04d
1609621200,2021-01-02 21:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.37,10000,273.12,271.86,273.78,276.11,1017,,,85,3.6,120,,,,,,90,804,Clouds,overcast clouds,04d
1609624800,2021-01-02 22:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.62,10000,273.52,272.17,273.88,276.43,1016,,,86,3.6,140,0,,,,,90,804,Clouds,overcast clouds,04d
1609628400,2021-01-02 23:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.17,10000,273.55,272.43,273.96,276.11,1016,,,89,2.6,110,,,,,,90,804,Clouds,overcast clouds,04n
1609632000,2021-01-03 00:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.07,10000,273.61,272.82,273.96,276.11,1016,,,90,2.1,150,,,,,,90,804,Clouds,overcast clouds,04n
1609635600,2021-01-03 01:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.96,10000,273.8,271.74,273.96,276.11,1015,,,92,3.1,140,,,,,,90,804,Clouds,overcast clouds,04n
1609639200,2021-01-03 02:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.83,4828,273.37,272.54,273.88,275.93,1015,,,90,2.1,150,0,,,,,90,721,Haze,haze,50n
1609642800,2021-01-03 03:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.32,,273.46,274.32,273.68,275.21,1014,,,94,0.45,113,1.34,,,,,100,804,Clouds,overcast clouds,04n
1609646400,2021-01-03 04:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.23,,273.37,274.23,273.58,275.21,1013,,,94,0.45,136,1.34,0.33,,,,100,500,Rain,light rain,10n
1609650000,2021-01-03 05:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.48,9656,272.9,272.13,273.65,275.33,1013,,,89,2.1,160,0,,,,,90,721,Haze,haze,50n
1609653600,2021-01-03 06:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.48,10000,273.33,272.13,273.46,275.33,1013,,,92,2.1,160,0,,,,,90,804,Clouds,overcast clouds,04n
1609657200,2021-01-03 07:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.22,,273.36,274.22,272.96,275.21,1012,,,94,0.89,159,2.24,,,,,98,804,Clouds,overcast clouds,04n
1609660800,2021-01-03 08:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.21,,273.35,274.21,272.96,274.9,1012,,,94,0.89,179,2.68,,,,,99,804,Clouds,overcast clouds,04n
1609664400,2021-01-03 09:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.09,,273.38,274.09,272.38,274.66,1012,,,95,0.89,205,2.24,,,,,100,804,Clouds,overcast clouds,04n
1609668000,2021-01-03 10:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.17,8047,273.46,270.79,272.9,275.11,1013,,,95,3.1,240,,0.25,,,,90,701,Mist,mist,50n
1609668000,2021-01-03 10:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.17,8047,273.46,270.79,272.9,275.11,1013,,,95,3.1,240,,0.25,,,,90,500,Rain,light rain,10n
1609671600,2021-01-03 11:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.87,2816,272.9,270.43,272.9,274.83,1012,,,93,3.1,250,0,0.2,,,,90,600,Snow,light snow,13n
1609671600,2021-01-03 11:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.87,2816,272.9,270.43,272.9,274.83,1012,,,93,3.1,250,0,0.2,,,,90,701,Mist,mist,50n
1609671600,2021-01-03 11:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.87,2816,272.9,270.43,272.9,274.83,1012,,,93,3.1,250,0,0.2,,,,90,500,Rain,light rain,10n
1609675200,2021-01-03 12:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.2,10000,272.79,271.27,272.38,275.11,1013,,,90,2.6,250,0,0.25,,,,90,500,Rain,light rain,10n
1609678800,2021-01-03 13:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.92,10000,272.68,270.49,272.9,275.11,1014,,,91,3.1,260,,,,,,90,804,Clouds,overcast clouds,04n
1609682400,2021-01-03 14:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.87,10000,272.64,270.03,272.9,274.83,1013,,,91,3.6,260,0,,,,,90,804,Clouds,overcast clouds,04d
1609686000,2021-01-03 15:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.07,4023,272.55,269.93,272.96,275.11,1014,,,89,4.1,270,0,,,,,90,701,Mist,mist,50d
1609689600,2021-01-03 16:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.35,10000,272.79,269.96,272.96,275.33,1015,,,89,4.6,250,0,,,0.25,,90,600,Snow,light snow,13d
1609693200,2021-01-03 17:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.53,10000,272.95,270.19,272.96,275.33,1015,,,89,4.6,260,0,,,,,90,804,Clouds,overcast clouds,04d
1609696800,2021-01-03 18:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.51,10000,272.79,269.57,272.38,275.33,1015,,,88,5.7,270,10.3,,,,,90,804,Clouds,overcast clouds,04d
1609700400,2021-01-03 19:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.53,10000,272.67,269.9,272.96,275.33,1014,,,87,5.1,290,0,,,,,90,804,Clouds,overcast clouds,04d
1609704000,2021-01-03 20:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.44,10000,272.45,269.79,272.96,275.33,1015,,,86,5.1,270,0,,,,,90,804,Clouds,overcast clouds,04d
1609707600,2021-01-03 21:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.42,10000,272.15,270.7,272.96,275.33,1015,,,84,3.6,290,0,,,,,90,804,Clouds,overcast clouds,04d
1609711200,2021-01-03 22:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.17,10000,272.22,270.4,272.9,275.21,1016,,,86,3.6,300,0,,,,,90,804,Clouds,overcast clouds,04d
1609714800,2021-01-03 23:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.65,10000,272.04,270.16,272.88,274.83,1016,,,88,3.1,270,0,,,,,90,804,Clouds,overcast clouds,04n
1609718400,2021-01-04 00:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.49,10000,272.04,269.97,272.78,274.83,1017,,,89,3.1,260,0,,,,,90,804,Clouds,overcast clouds,04n
1609722000,2021-01-04 01:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.41,10000,271.83,270.33,272.53,274.23,1017,,,88,2.6,300,0,,,,,90,804,Clouds,overcast clouds,04n
1609725600,2021-01-04 02:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.4,10000,271.83,270.32,272.53,274.23,1017,,,88,2.6,300,0,,,,,90,804,Clouds,overcast clouds,04n
1609729200,2021-01-04 03:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.38,10000,271.67,273.38,272.34,274.23,1017,,,87,0,0,0,,,,,90,804,Clouds,overcast clouds,04n
1609732800,2021-01-04 04:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.3,10000,271.6,271.57,271.96,274.23,1017,,,87,1.5,220,0,,,,,90,804,Clouds,overcast clouds,04n
1609736400,2021-01-04 05:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.3,10000,271.46,270.75,272.34,274.23,1017,,,86,2.1,250,0,,,,,90,804,Clouds,overcast clouds,04n
1609740000,2021-01-04 06:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.76,,271.49,270.55,271.96,273.55,1016,,,90,1.77,230,,,,,,96,804,Clouds,overcast clouds,04n
1609743600,2021-01-04 07:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.67,,271.4,269.92,271.96,273.55,1017,,,90,2.18,235,,,,,,95,804,Clouds,overcast clouds,04n
1609747200,2021-01-04 08:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.14,10000,271.6,273.14,271.96,274.11,1018,,,88,0,0,,,,,,90,804,Clouds,overcast clouds,04n
1609750800,2021-01-04 09:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.18,10000,271.77,273.18,271.27,274.11,1018,,,89,0,0,,,,,,90,804,Clouds,overcast clouds,04n
1609754400,2021-01-04 10:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.98,10000,271.57,271.2,271.79,274.11,1018,,,89,1.5,260,,,,,,90,804,Clouds,overcast clouds,04n
1609758000,2021-01-04 11:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.84,10000,271.44,270.21,271.88,274.11,1018,,,89,2.1,220,,,,,,90,804,Clouds,overcast clouds,04n
1609761600,2021-01-04 12:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.64,,271.37,272.64,272.34,273.14,1017,,,90,0.92,187,,,,,,74,803,Clouds,broken clouds,04n
1609765200,2021-01-04 13:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.64,,271.37,272.64,271.96,273.55,1017,,,90,0.94,150,,,,,,73,803,Clouds,broken clouds,04n
1609768800,2021-01-04 14:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.82,,271.42,270.55,272.43,273.55,1017,,,89,1.82,152,,,,,,69,803,Clouds,broken clouds,04d
1609772400,2021-01-04 15:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.57,10000,271.56,273.57,272.88,274.66,1018,,,85,0,0,0,,,,,90,804,Clouds,overcast clouds,04d
1609776000,2021-01-04 16:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.14,10000,271.62,271.2,272.96,275.21,1017,,,82,2.6,220,0,,,,,90,804,Clouds,overcast clouds,04d
1609779600,2021-01-04 17:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.77,10000,271.87,272.47,272.94,276.11,1016,,,80,2.1,230,0,,,,,90,804,Clouds,overcast clouds,04d
1609783200,2021-01-04 18:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,275.42,10000,272.58,272.72,273.49,276.88,1016,,,81,2.6,210,0,,,,,90,804,Clouds,overcast clouds,04d
1609786800,2021-01-04 19:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,276.39,10000,273.11,273.11,274.05,277.99,1015,,,79,3.6,220,0,,,,,90,804,Clouds,overcast clouds,04d
1609790400,2021-01-04 20:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,277.39,10000,274.08,273.74,274.81,279.1,1014,,,79,4.6,210,0,,,,,90,804,Clouds,overcast clouds,04d
1609794000,2021-01-04 21:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,277.58,10000,273.91,275.29,275.08,279.1,1014,,,77,2.6,200,0,,,,,40,802,Clouds,scattered clouds,03d
1609797600,2021-01-04 22:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,277.23,10000,273.57,274.87,274.96,278.55,1015,,,77,2.6,200,0,,,,,75,803,Clouds,broken clouds,04d
1609801200,2021-01-04 23:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,276.06,10000,272.67,276.06,272.92,277.16,1015,,,78,0,0,0,,,,,20,801,Clouds,few clouds,02n
1609804800,2021-01-05 00:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.92,10000,271.86,271.47,272.71,275.33,1014,,,85,2.1,150,0,,,,,1,800,Clear,sky is clear,01n
1609808400,2021-01-05 01:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.25,10000,271.56,271.51,271.6,274.23,1014,,,87,1.5,140,0,,,,,1,800,Clear,sky is clear,01n
1609812000,2021-01-05 02:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.79,10000,271.39,270.98,271.05,274.83,1013,,,89,1.5,180,0,,,,,1,800,Clear,sky is clear,01n
1609815600,2021-01-05 03:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.66,10000,271.12,270.84,271.05,274.11,1013,,,88,1.5,180,0,,,,,1,800,Clear,sky is clear,01n
1609819200,2021-01-05 04:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.77,10000,271.23,272.77,271.05,274.11,1013,,,88,0,0,0,,,,,1,800,Clear,sky is clear,01n
1609822800,2021-01-05 05:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.74,10000,272.26,271.26,271.6,275.33,1012,,,89,2.1,230,0,,,,,90,804,Clouds,overcast clouds,04n
1609826400,2021-01-05 06:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.06,10000,272.67,271.64,272.71,275.93,1012,,,90,2.1,260,0,,,,,90,804,Clouds,overcast clouds,04n
1609830000,2021-01-05 07:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.66,10000,273.2,274.66,272.37,276.43,1012,,,90,0,0,0,,,,,90,804,Clouds,overcast clouds,04n
1609833600,2021-01-05 08:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.76,10000,273.45,274.76,272.92,276.11,1013,,,91,0,0,0,,,,,90,804,Clouds,overcast clouds,04n
1609837200,2021-01-05 09:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.3,2414,272.75,270.21,271.96,275.33,1013,,,89,4.1,320,0,0.13,,,,90,600,Snow,light snow,13n
1609837200,2021-01-05 09:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.3,2414,272.75,270.21,271.96,275.33,1013,,,89,4.1,320,0,0.13,,,,90,500,Rain,light rain,10n
1609840800,2021-01-05 10:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.86,805,271.85,267,270.96,274.08,1014,,,92,6.7,320,0,,,0.5,,90,741,Fog,fog,50n
1609840800,2021-01-05 10:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.86,805,271.85,267,270.96,274.08,1014,,,92,6.7,320,0,,,0.5,,90,600,Snow,light snow,13n
1609844400,2021-01-05 11:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,271.72,6437,270.59,265.78,270.71,273.14,1015,,,91,6.2,300,0,,,,,90,701,Mist,mist,50n
1609848000,2021-01-05 12:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,271.66,8047,270.53,265.97,270.87,272.99,1015,,,91,5.7,300,0,,,,,90,600,Snow,light snow,13n
1609848000,2021-01-05 12:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,271.66,8047,270.53,265.97,270.87,272.99,1015,,,91,5.7,300,0,,,,,90,701,Mist,mist,50n
1609851600,2021-01-05 13:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.02,6437,271.02,266.16,270.87,273.13,1016,,,92,6.2,320,0,,,,,90,721,Haze,haze,50n
1609855200,2021-01-05 14:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.18,6437,271.18,267.27,271.26,273.55,1017,,,92,4.6,310,0,,,,,90,721,Haze,haze,50d
1609858800,2021-01-05 15:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.18,10000,271.05,267.6,271.32,273.13,1018,,,91,4.1,300,9.8,,,,,90,721,Haze,haze,50d
1609862400,2021-01-05 16:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.44,9656,271.44,267.92,271.42,273.13,1018,,,92,4.1,300,0,,,,,90,701,Mist,mist,50d
1609866000,2021-01-05 17:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,272.9,6437,271.5,268.16,271.88,274.11,1018,,,89,4.6,290,0,,,,,90,721,Haze,haze,50d
1609869600,2021-01-05 18:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.26,6437,271.84,270.16,272.37,274.23,1018,,,89,2.6,300,0,,,,,90,721,Haze,haze,50d
1609873200,2021-01-05 19:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,273.51,8047,272.06,268.92,272.78,274.23,1018,,,89,4.6,300,0,,,,,90,721,Haze,haze,50d
1609876800,2021-01-05 20:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.16,10000,272.62,270.04,272.96,275.11,1019,,,89,4.1,300,0,,,,,90,804,Clouds,overcast clouds,04d
1609880400,2021-01-05 21:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.16,10000,272.49,270.78,272.96,275.11,1019,,,88,3.1,300,0,,,,,90,804,Clouds,overcast clouds,04d
1609884000,2021-01-05 22:00:00 +0000 UTC,-18000,Muncie,40.193377,-85.38636,274.09,10000,272.43,269.95,272.96,275.21,1020,,,88,4.1,290,0,,,,,90,804,Clouds,overcast clouds,04d
