,Date,Loop ID,Mean Students Boarded,Total Students Boarded,Total Students Left Behind,Temp Mean,Temp Low,Temp High,Humidity Mean,Wind Speed Mean,Rain One Hour Median,Rain Three Hour Median,Snow One Hour Median,Snow Three Hour Median,Month,Season
0,2021-01-16,Blue Loop,0.00980392156862745,2.0,0.0,30.842214285714327,27.878000000000068,33.260000000000076,89.85714285714286,6.643091071428571,0.11811023622047245,,0.11023622047244096,0.7086614173228346,January,Winter
1,2021-01-16,Green Loop,0.3008130081300813,37.0,0.0,30.842214285714327,27.878000000000068,33.260000000000076,89.85714285714286,6.643091071428571,0.11811023622047245,,0.11023622047244096,0.7086614173228346,January,Winter
2,2021-01-17,Blue Loop,0.06986899563318777,16.0,0.0,32.695520000000045,30.41600000000001,34.17800000000007,88.68,10.2266692,0.1279527559055118,,0.09645669291338582,0.11811023622047245,January,Winter
3,2021-01-17,Green Loop,1.8263888888888888,263.0,13.0,32.695520000000045,30.41600000000001,34.17800000000007,88.68,10.2266692,0.1279527559055118,,0.09645669291338582,0.11811023622047245,January,Winter
4,2021-01-18,Blue Loop,0.09722222222222222,21.0,0.0,29.218250000000047,27.06800000000009,31.783999999999992,84.625,9.906181666666667,,,0.043307086614173235,,January,Winter
5,2021-01-18,Sunday Green,1.1116071428571428,249.0,0.0,29.218250000000047,27.06800000000009,31.783999999999992,84.625,9.906181666666667,,,0.043307086614173235,,January,Winter
6,2021-01-18,Sunday Orange,0.8592814371257484,287.0,0.0,29.218250000000047,27.06800000000009,31.783999999999992,84.625,9.906181666666667,,,0.043307086614173235,,January,Winter
7,2021-01-19,Blue Loop,0.6630901287553648,309.0,0.0,29.165000000000035,20.138000000000048,37.832000000000015,77.375,7.610460416666669,,,,,January,Winter
8,2021-01-19,Demand Response,1.2307692307692308,16.0,0.0,29.165000000000035,20.138000000000048,37.832000000000015,77.375,7.610460416666669,,,,,January,Winter
9,2021-01-19,Green Loop,1.0918762088974856,1129.0,16.0,29.165000000000035,20.138000000000048,37.832000000000015,77.375,7.610460416666669,,,,,January,Winter
10,2021-01-19,Orange Loop,0.8109339407744874,356.0,0.0,29.165000000000035,20.138000000000048,37.832000000000015,77.375,7.610460416666669,,,,,January,Winter
11,2021-01-19,Red Loop,0.9248747913188647,554.0,0.0,29.165000000000035,20.138000000000048,37.832000000000015,77.375,7.610460416666669,,,,,January,Winter
12,2021-01-20,Blue Loop,0.7070707070707071,350.0,0.0,30.550250000000048,24.782000000000014,36.14000000000002,71.41666666666667,13.106955833333338,0.10433070866141733,,0.03937007874015748,,January,Winter
13,2021-01-20,Demand Response,1.2352941176470589,21.0,0.0,30.550250000000048,24.782000000000014,36.14000000000002,71.41666666666667,13.106955833333338,0.10433070866141733,,0.03937007874015748,,January,Winter
14,2021-01-20,Green Loop,1.0935613682092555,1087.0,13.0,30.550250000000048,24.782000000000014,36.14000000000002,71.41666666666667,13.106955833333338,0.10433070866141733,,0.03937007874015748,,January,Winter
15,2021-01-20,Orange Loop,0.8524590163934426,364.0,0.0,30.550250000000048,24.782000000000014,36.14000000000002,71.41666666666667,13.106955833333338,0.10433070866141733,,0.03937007874015748,,January,Winter
16,2021-01-20,Red Loop,0.9486780715396579,610.0,0.0,30.550250000000048,24.782000000000014,36.14000000000002,71.41666666666667,13.106955833333338,0.10433070866141733,,0.03937007874015748,,January,Winter
17,2021-01-21,Blue Loop,0.7286821705426356,282.0,0.0,36.08750000000005,28.670000000000066,46.814000000000036,62.08333333333334,13.312014166666666,,,,,January,Winter
